price: maint-cost: doors: persons: trunk-size: safety: acceptable (1 to 4) from https://archive.ics.uci.edu/ml/datasets/Car+Evaluation
vhigh, vhigh, 2, 2, small, low, 1
high, med, 4, 4, small, high, 2
high, med, 4, 4, med, low, 1
high, med, 4, 4, med, med, 2
high, med, 4, 4, med, high, 2
high, med, 4, 4, big, low, 1
high, med, 4, 4, big, med, 2
high, med, 4, 4, big, high, 2
high, med, 4, more, small, low, 1
high, med, 4, more, small, med, 1
high, med, 4, more, small, high, 2
high, med, 4, more, med, low, 1
high, med, 4, more, med, med, 2
high, med, 4, more, med, high, 2
high, med, 4, more, big, low, 1
high, med, 4, more, big, med, 2
high, med, 4, more, big, high, 2
high, med, 5, 2, small, low, 1
high, med, 5, 2, small, med, 1
high, med, 5, 2, small, high, 1
high, med, 5, 2, med, low, 1
high, med, 5, 2, med, med, 1
high, med, 5, 2, med, high, 1
high, med, 5, 2, big, low, 1
high, med, 5, 2, big, med, 1
high, med, 5, 2, big, high, 1
high, med, 5, 4, small, low, 1
high, med, 5, 4, small, med, 1
high, med, 5, 4, small, high, 2
high, med, 5, 4, med, low, 1
high, med, 5, 4, med, med, 2
high, med, 5, 4, med, high, 2
high, med, 5, 4, big, low, 1
high, med, 5, 4, big, med, 2
high, med, 5, 4, big, high, 2
high, med, 5, more, small, low, 1
high, med, 5, more, small, med, 1
high, med, 5, more, small, high, 2
high, med, 5, more, med, low, 1
high, med, 5, more, med, med, 2
high, med, 5, more, med, high, 2
high, med, 5, more, big, low, 1
high, med, 5, more, big, med, 2
high, med, 5, more, big, high, 2
high, low, 2, 2, small, low, 1
high, low, 2, 2, small, med, 1
high, low, 2, 2, small, high, 1
high, low, 2, 2, med, low, 1
high, low, 2, 2, med, med, 1
high, low, 2, 2, med, high, 1
high, low, 2, 2, big, low, 1
high, low, 2, 2, big, med, 1
high, low, 2, 2, big, high, 1
high, low, 2, 4, small, low, 1
high, low, 2, 4, small, med, 1
high, low, 2, 4, small, high, 2
high, low, 2, 4, med, low, 1
high, low, 2, 4, med, med, 1
high, low, 2, 4, med, high, 2
high, low, 2, 4, big, low, 1
high, low, 2, 4, big, med, 2
high, low, 2, 4, big, high, 2
high, low, 2, more, small, low, 1
high, low, 2, more, small, med, 1
high, low, 2, more, small, high, 1
high, low, 2, more, med, low, 1
high, low, 2, more, med, med, 1
high, low, 2, more, med, high, 2
high, low, 2, more, big, low, 1
high, low, 2, more, big, med, 2
high, low, 2, more, big, high, 2
high, low, 3, 2, small, low, 1
high, low, 3, 2, small, med, 1
high, low, 3, 2, small, high, 1
high, low, 3, 2, med, low, 1
high, low, 3, 2, med, med, 1
high, low, 3, 2, med, high, 1
high, low, 3, 2, big, low, 1
high, low, 3, 2, big, med, 1
high, low, 3, 2, big, high, 1
high, low, 3, 4, small, low, 1
high, low, 3, 4, small, med, 1
high, low, 3, 4, small, high, 2
high, low, 3, 4, med, low, 1
high, low, 3, 4, med, med, 1
high, low, 3, 4, med, high, 2
high, low, 3, 4, big, low, 1
high, low, 3, 4, big, med, 2
high, low, 3, 4, big, high, 2
high, low, 3, more, small, low, 1
high, low, 3, more, small, med, 1
high, low, 3, more, small, high, 2
high, low, 3, more, med, low, 1
high, low, 3, more, med, med, 2
high, low, 3, more, med, high, 2
high, low, 3, more, big, low, 1
high, low, 3, more, big, med, 2
high, low, 3, more, big, high, 2
high, low, 4, 2, small, low, 1
high, low, 4, 2, small, med, 1
high, low, 4, 2, small, high, 1
high, low, 4, 2, med, low, 1
high, low, 4, 2, med, med, 1
high, low, 4, 2, med, high, 1
high, low, 4, 2, big, low, 1
high, low, 4, 2, big, med, 1
high, low, 4, 2, big, high, 1
high, low, 4, 4, small, low, 1
high, low, 4, 4, small, med, 1
high, low, 4, 4, small, high, 2
high, low, 4, 4, med, low, 1
high, low, 4, 4, med, med, 2
high, low, 4, 4, med, high, 2
high, low, 4, 4, big, low, 1
high, low, 4, 4, big, med, 2
high, low, 4, 4, big, high, 2
high, low, 4, more, small, low, 1
high, low, 4, more, small, med, 1
high, low, 4, more, small, high, 2
high, low, 4, more, med, low, 1
high, low, 4, more, med, med, 2
high, low, 4, more, med, high, 2
high, low, 4, more, big, low, 1
high, low, 4, more, big, med, 2
high, low, 4, more, big, high, 2
high, low, 5, 2, small, low, 1
high, low, 5, 2, small, med, 1
high, low, 5, 2, small, high, 1
high, low, 5, 2, med, low, 1
high, low, 5, 2, med, med, 1
high, low, 5, 2, med, high, 1
high, low, 5, 2, big, low, 1
high, low, 5, 2, big, med, 1
high, low, 5, 2, big, high, 1
high, low, 5, 4, small, low, 1
high, low, 5, 4, small, med, 1
high, low, 5, 4, small, high, 2
high, low, 5, 4, med, low, 1
high, low, 5, 4, med, med, 2
high, low, 5, 4, med, high, 2
high, low, 5, 4, big, low, 1
high, low, 5, 4, big, med, 2
high, low, 5, 4, big, high, 2
high, low, 5, more, small, low, 1
high, low, 5, more, small, med, 1
high, low, 5, more, small, high, 2
high, low, 5, more, med, low, 1
high, low, 5, more, med, med, 2
high, low, 5, more, med, high, 2
high, low, 5, more, big, low, 1
high, low, 5, more, big, med, 2
high, low, 5, more, big, high, 2
med, vhigh, 2, 2, small, low, 1
med, vhigh, 2, 2, small, med, 1
med, vhigh, 2, 2, small, high, 1
med, vhigh, 2, 2, med, low, 1
med, vhigh, 2, 2, med, med, 1
med, vhigh, 2, 2, med, high, 1
med, vhigh, 2, 2, big, low, 1
med, vhigh, 2, 2, big, med, 1
med, vhigh, 2, 2, big, high, 1
med, vhigh, 2, 4, small, low, 1
med, vhigh, 2, 4, small, med, 1
med, vhigh, 2, 4, small, high, 2
med, vhigh, 2, 4, med, low, 1
med, vhigh, 2, 4, med, med, 1
med, vhigh, 2, 4, med, high, 2
med, vhigh, 2, 4, big, low, 1
med, vhigh, 2, 4, big, med, 2
med, vhigh, 2, 4, big, high, 2
med, vhigh, 2, more, small, low, 1
med, vhigh, 2, more, small, med, 1
med, vhigh, 2, more, small, high, 1
med, vhigh, 2, more, med, low, 1
med, vhigh, 2, more, med, med, 1
med, vhigh, 2, more, med, high, 2
med, vhigh, 2, more, big, low, 1
med, vhigh, 2, more, big, med, 2
med, vhigh, 2, more, big, high, 2
med, vhigh, 3, 2, small, low, 1
med, vhigh, 3, 2, small, med, 1
med, vhigh, 3, 2, small, high, 1
med, vhigh, 3, 2, med, low, 1
med, vhigh, 3, 2, med, med, 1
med, vhigh, 3, 2, med, high, 1
med, vhigh, 3, 2, big, low, 1
med, vhigh, 3, 2, big, med, 1
med, vhigh, 3, 2, big, high, 1
med, vhigh, 3, 4, small, low, 1
med, vhigh, 3, 4, small, med, 1
med, vhigh, 3, 4, small, high, 2
med, vhigh, 3, 4, med, low, 1
med, vhigh, 3, 4, med, med, 1
med, vhigh, 3, 4, med, high, 2
med, vhigh, 3, 4, big, low, 1
med, vhigh, 3, 4, big, med, 2
med, vhigh, 3, 4, big, high, 2
med, vhigh, 3, more, small, low, 1
med, vhigh, 3, more, small, med, 1
med, vhigh, 3, more, small, high, 2
med, vhigh, 3, more, med, low, 1
med, vhigh, 3, more, med, med, 2
med, vhigh, 3, more, med, high, 2
med, vhigh, 3, more, big, low, 1
med, vhigh, 3, more, big, med, 2
med, vhigh, 3, more, big, high, 2
med, vhigh, 4, 2, small, low, 1
med, vhigh, 4, 2, small, med, 1
med, vhigh, 4, 2, small, high, 1
med, vhigh, 4, 2, med, low, 1
med, vhigh, 4, 2, med, med, 1
med, vhigh, 4, 2, med, high, 1
med, vhigh, 4, 2, big, low, 1
med, vhigh, 4, 2, big, med, 1
med, vhigh, 4, 2, big, high, 1
med, vhigh, 4, 4, small, low, 1
med, vhigh, 4, 4, small, med, 1
med, vhigh, 4, 4, small, high, 2
med, vhigh, 4, 4, med, low, 1
med, vhigh, 4, 4, med, med, 2
med, vhigh, 4, 4, med, high, 2
med, vhigh, 4, 4, big, low, 1
med, vhigh, 4, 4, big, med, 2
med, vhigh, 4, 4, big, high, 2
med, vhigh, 4, more, small, low, 1
med, vhigh, 4, more, small, med, 1
med, vhigh, 4, more, small, high, 2
med, vhigh, 4, more, med, low, 1
med, vhigh, 4, more, med, med, 2
med, vhigh, 4, more, med, high, 2
med, vhigh, 4, more, big, low, 1
med, vhigh, 4, more, big, med, 2
med, vhigh, 4, more, big, high, 2
med, vhigh, 5, 2, small, low, 1
med, vhigh, 5, 2, small, med, 1
med, vhigh, 5, 2, small, high, 1
med, vhigh, 5, 2, med, low, 1
med, vhigh, 5, 2, med, med, 1
med, vhigh, 5, 2, med, high, 1
med, vhigh, 5, 2, big, low, 1
med, vhigh, 5, 2, big, med, 1
med, vhigh, 5, 2, big, high, 1
med, vhigh, 5, 4, small, low, 1
med, vhigh, 5, 4, small, med, 1
med, vhigh, 5, 4, small, high, 2
med, vhigh, 5, 4, med, low, 1
med, vhigh, 5, 4, med, med, 2
med, vhigh, 5, 4, med, high, 2
med, vhigh, 5, 4, big, low, 1
med, vhigh, 5, 4, big, med, 2
med, vhigh, 5, 4, big, high, 2
med, vhigh, 5, more, small, low, 1
med, vhigh, 5, more, small, med, 1
med, vhigh, 5, more, small, high, 2
med, vhigh, 5, more, med, low, 1
med, vhigh, 5, more, med, med, 2
med, vhigh, 5, more, med, high, 2
med, vhigh, 5, more, big, low, 1
med, vhigh, 5, more, big, med, 2
med, vhigh, 5, more, big, high, 2
med, high, 2, 2, small, low, 1
med, high, 2, 2, small, med, 1
med, high, 2, 2, small, high, 1
med, high, 2, 2, med, low, 1
med, high, 2, 2, med, med, 1
med, high, 2, 2, med, high, 1
med, high, 2, 2, big, low, 1
med, high, 2, 2, big, med, 1
med, high, 2, 2, big, high, 1
med, high, 2, 4, small, low, 1
med, high, 2, 4, small, med, 1
med, high, 2, 4, small, high, 2
med, high, 2, 4, med, low, 1
med, high, 2, 4, med, med, 1
med, high, 2, 4, med, high, 2
med, high, 2, 4, big, low, 1
med, high, 2, 4, big, med, 2
med, high, 2, 4, big, high, 2
med, high, 2, more, small, low, 1
med, high, 2, more, small, med, 1
med, high, 2, more, small, high, 1
med, high, 2, more, med, low, 1
med, high, 2, more, med, med, 1
med, high, 2, more, med, high, 2
med, high, 2, more, big, low, 1
med, high, 2, more, big, med, 2
med, high, 2, more, big, high, 2
med, high, 3, 2, small, low, 1
med, high, 3, 2, small, med, 1
med, high, 3, 2, small, high, 1
med, high, 3, 2, med, low, 1
med, high, 3, 2, med, med, 1
med, high, 3, 2, med, high, 1
med, high, 3, 2, big, low, 1
med, high, 3, 2, big, med, 1
med, high, 3, 2, big, high, 1
med, high, 3, 4, small, low, 1
med, high, 3, 4, small, med, 1
med, high, 3, 4, small, high, 2
med, high, 3, 4, med, low, 1
med, high, 3, 4, med, med, 1
med, high, 3, 4, med, high, 2
med, high, 3, 4, big, low, 1
med, high, 3, 4, big, med, 2
med, high, 3, 4, big, high, 2
med, high, 3, more, small, low, 1
med, high, 3, more, small, med, 1
med, high, 3, more, small, high, 2
med, high, 3, more, med, low, 1
med, high, 3, more, med, med, 2
med, high, 3, more, med, high, 2
med, high, 3, more, big, low, 1
med, high, 3, more, big, med, 2
med, high, 3, more, big, high, 2
med, high, 4, 2, small, low, 1
med, high, 4, 2, small, med, 1
med, high, 4, 2, small, high, 1
med, high, 4, 2, med, low, 1
med, high, 4, 2, med, med, 1
med, high, 4, 2, med, high, 1
med, high, 4, 2, big, low, 1
med, high, 4, 2, big, med, 1
med, high, 4, 2, big, high, 1
med, high, 4, 4, small, low, 1
med, high, 4, 4, small, med, 1
med, high, 4, 4, small, high, 2
med, high, 4, 4, med, low, 1
med, high, 4, 4, med, med, 2
med, high, 4, 4, med, high, 2
med, high, 4, 4, big, low, 1
med, high, 4, 4, big, med, 2
med, high, 4, 4, big, high, 2
med, high, 4, more, small, low, 1
med, high, 4, more, small, med, 1
med, high, 4, more, small, high, 2
med, high, 4, more, med, low, 1
med, high, 4, more, med, med, 2
med, high, 4, more, med, high, 2
med, high, 4, more, big, low, 1
med, high, 4, more, big, med, 2
med, high, 4, more, big, high, 2
med, high, 5, 2, small, low, 1
med, high, 5, 2, small, med, 1
med, high, 5, 2, small, high, 1
med, high, 5, 2, med, low, 1
med, high, 5, 2, med, med, 1
med, high, 5, 2, med, high, 1
med, high, 5, 2, big, low, 1
med, high, 5, 2, big, med, 1
med, high, 5, 2, big, high, 1
med, high, 5, 4, small, low, 1
med, high, 5, 4, small, med, 1
med, high, 5, 4, small, high, 2
med, high, 5, 4, med, low, 1
med, high, 5, 4, med, med, 2
med, high, 5, 4, med, high, 2
med, high, 5, 4, big, low, 1
med, high, 5, 4, big, med, 2
med, high, 5, 4, big, high, 2
med, high, 5, more, small, low, 1
med, high, 5, more, small, med, 1
med, high, 5, more, small, high, 2
med, high, 5, more, med, low, 1
med, high, 5, more, med, med, 2
med, high, 5, more, med, high, 2
med, high, 5, more, big, low, 1
med, high, 5, more, big, med, 2
med, high, 5, more, big, high, 2
med, med, 2, 2, small, low, 1
med, med, 2, 2, small, med, 1
med, med, 2, 2, small, high, 1
med, med, 2, 2, med, low, 1
med, med, 2, 2, med, med, 1
med, med, 2, 2, med, high, 1
med, med, 2, 2, big, low, 1
med, med, 2, 2, big, med, 1
med, med, 2, 2, big, high, 1
med, med, 2, 4, small, low, 1
med, med, 2, 4, small, med, 2
med, med, 2, 4, small, high, 2
med, med, 2, 4, med, low, 1
med, med, 2, 4, med, med, 2
med, med, 2, 4, med, high, 2
med, med, 2, 4, big, low, 1
med, med, 2, 4, big, med, 2
med, med, 2, 4, big, high, 4
med, med, 2, more, small, low, 1
med, med, 2, more, small, med, 1
med, med, 2, more, small, high, 1
med, med, 2, more, med, low, 1
med, med, 2, more, med, med, 2
med, med, 2, more, med, high, 2
med, med, 2, more, big, low, 1
med, med, 2, more, big, med, 2
med, med, 2, more, big, high, 4
med, med, 3, 2, small, low, 1
med, med, 3, 2, small, med, 1
med, med, 3, 2, small, high, 1
med, med, 3, 2, med, low, 1
med, med, 3, 2, med, med, 1
med, med, 3, 2, med, high, 1
med, med, 3, 2, big, low, 1
med, med, 3, 2, big, med, 1
med, med, 3, 2, big, high, 1
med, med, 3, 4, small, low, 1
med, med, 3, 4, small, med, 2
med, med, 3, 4, small, high, 2
med, med, 3, 4, med, low, 1
med, med, 3, 4, med, med, 2
med, med, 3, 4, med, high, 2
med, med, 3, 4, big, low, 1
med, med, 3, 4, big, med, 2
med, med, 3, 4, big, high, 4
med, med, 3, more, small, low, 1
med, med, 3, more, small, med, 2
med, med, 3, more, small, high, 2
med, med, 3, more, med, low, 1
med, med, 3, more, med, med, 2
med, med, 3, more, med, high, 4
med, med, 3, more, big, low, 1
med, med, 3, more, big, med, 2
med, med, 3, more, big, high, 4
med, med, 4, 2, small, low, 1
med, med, 4, 2, small, med, 1
med, med, 4, 2, small, high, 1
med, med, 4, 2, med, low, 1
med, med, 4, 2, med, med, 1
med, med, 4, 2, med, high, 1
med, med, 4, 2, big, low, 1
med, med, 4, 2, big, med, 1
med, med, 4, 2, big, high, 1
med, med, 4, 4, small, low, 1
med, med, 4, 4, small, med, 2
med, med, 4, 4, small, high, 2
med, med, 4, 4, med, low, 1
med, med, 4, 4, med, med, 2
med, med, 4, 4, med, high, 4
med, med, 4, 4, big, low, 1
med, med, 4, 4, big, med, 2
med, med, 4, 4, big, high, 4
med, med, 4, more, small, low, 1
med, med, 4, more, small, med, 2
med, med, 4, more, small, high, 2
med, med, 4, more, med, low, 1
med, med, 4, more, med, med, 2
med, med, 4, more, med, high, 4
med, med, 4, more, big, low, 1
med, med, 4, more, big, med, 2
med, med, 4, more, big, high, 4
med, med, 5, 2, small, low, 1
med, med, 5, 2, small, med, 1
med, med, 5, 2, small, high, 1
med, med, 5, 2, med, low, 1
med, med, 5, 2, med, med, 1
med, med, 5, 2, med, high, 1
med, med, 5, 2, big, low, 1
med, med, 5, 2, big, med, 1
med, med, 5, 2, big, high, 1
med, med, 5, 4, small, low, 1
med, med, 5, 4, small, med, 2
med, med, 5, 4, small, high, 2
med, med, 5, 4, med, low, 1
med, med, 5, 4, med, med, 2
med, med, 5, 4, med, high, 4
med, med, 5, 4, big, low, 1
med, med, 5, 4, big, med, 2
med, med, 5, 4, big, high, 4
med, med, 5, more, small, low, 1
med, med, 5, more, small, med, 2
med, med, 5, more, small, high, 2
med, med, 5, more, med, low, 1
med, med, 5, more, med, med, 2
med, med, 5, more, med, high, 4
med, med, 5, more, big, low, 1
med, med, 5, more, big, med, 2
med, med, 5, more, big, high, 4
med, low, 2, 2, small, low, 1
med, low, 2, 2, small, med, 1
med, low, 2, 2, small, high, 1
med, low, 2, 2, med, low, 1
med, low, 2, 2, med, med, 1
med, low, 2, 2, med, high, 1
med, low, 2, 2, big, low, 1
med, low, 2, 2, big, med, 1
med, low, 2, 2, big, high, 1
med, low, 2, 4, small, low, 1
med, low, 2, 4, small, med, 2
med, low, 2, 4, small, high, 3
med, low, 2, 4, med, low, 1
med, low, 2, 4, med, med, 2
med, low, 2, 4, med, high, 3
med, low, 2, 4, big, low, 1
med, low, 2, 4, big, med, 3
med, low, 2, 4, big, high, 4
med, low, 2, more, small, low, 1
med, low, 2, more, small, med, 1
med, low, 2, more, small, high, 1
med, low, 2, more, med, low, 1
med, low, 2, more, med, med, 2
med, low, 2, more, med, high, 3
med, low, 2, more, big, low, 1
med, low, 2, more, big, med, 3
med, low, 2, more, big, high, 4
med, low, 3, 2, small, low, 1
med, low, 3, 2, small, med, 1
med, low, 3, 2, small, high, 1
med, low, 3, 2, med, low, 1
med, low, 3, 2, med, med, 1
med, low, 3, 2, med, high, 1
med, low, 3, 2, big, low, 1
med, low, 3, 2, big, med, 1
med, low, 3, 2, big, high, 1
med, low, 3, 4, small, low, 1
med, low, 3, 4, small, med, 2
med, low, 3, 4, small, high, 3
med, low, 3, 4, med, low, 1
med, low, 3, 4, med, med, 2
med, low, 3, 4, med, high, 3
med, low, 3, 4, big, low, 1
med, low, 3, 4, big, med, 3
med, low, 3, 4, big, high, 4
med, low, 3, more, small, low, 1
med, low, 3, more, small, med, 2
med, low, 3, more, small, high, 3
med, low, 3, more, med, low, 1
med, low, 3, more, med, med, 3
med, low, 3, more, med, high, 4
med, low, 3, more, big, low, 1
med, low, 3, more, big, med, 3
med, low, 3, more, big, high, 4
med, low, 4, 2, small, low, 1
med, low, 4, 2, small, med, 1
med, low, 4, 2, small, high, 1
med, low, 4, 2, med, low, 1
med, low, 4, 2, med, med, 1
med, low, 4, 2, med, high, 1
med, low, 4, 2, big, low, 1
med, low, 4, 2, big, med, 1
med, low, 4, 2, big, high, 1
med, low, 4, 4, small, low, 1
med, low, 4, 4, small, med, 2
med, low, 4, 4, small, high, 3
med, low, 4, 4, med, low, 1
med, low, 4, 4, med, med, 3
med, low, 4, 4, med, high, 4
med, low, 4, 4, big, low, 1
med, low, 4, 4, big, med, 3
med, low, 4, 4, big, high, 4
med, low, 4, more, small, low, 1
med, low, 4, more, small, med, 2
med, low, 4, more, small, high, 3
med, low, 4, more, med, low, 1
med, low, 4, more, med, med, 3
med, low, 4, more, med, high, 4
med, low, 4, more, big, low, 1
med, low, 4, more, big, med, 3
med, low, 4, more, big, high, 4
med, low, 5, 2, small, low, 1
med, low, 5, 2, small, med, 1
med, low, 5, 2, small, high, 1
med, low, 5, 2, med, low, 1
med, low, 5, 2, med, med, 1
med, low, 5, 2, med, high, 1
med, low, 5, 2, big, low, 1
med, low, 5, 2, big, med, 1
med, low, 5, 2, big, high, 1
med, low, 5, 4, small, low, 1
med, low, 5, 4, small, med, 2
med, low, 5, 4, small, high, 3
med, low, 5, 4, med, low, 1
med, low, 5, 4, med, med, 3
med, low, 5, 4, med, high, 4
med, low, 5, 4, big, low, 1
med, low, 5, 4, big, med, 3
med, low, 5, 4, big, high, 4
med, low, 5, more, small, low, 1
med, low, 5, more, small, med, 2
med, low, 5, more, small, high, 3
med, low, 5, more, med, low, 1
med, low, 5, more, med, med, 3
med, low, 5, more, med, high, 4
med, low, 5, more, big, low, 1
med, low, 5, more, big, med, 3
med, low, 5, more, big, high, 4
low, vhigh, 2, 2, small, low, 1
low, vhigh, 2, 2, small, med, 1
low, vhigh, 2, 2, small, high, 1
low, vhigh, 2, 2, med, low, 1
low, vhigh, 2, 2, med, med, 1
low, vhigh, 2, 2, med, high, 1
low, vhigh, 2, 2, big, low, 1
low, vhigh, 2, 2, big, med, 1
low, vhigh, 2, 2, big, high, 1
low, vhigh, 2, 4, small, low, 1
low, vhigh, 2, 4, small, med, 1
low, vhigh, 2, 4, small, high, 2
low, vhigh, 2, 4, med, low, 1
low, vhigh, 2, 4, med, med, 1
low, vhigh, 2, 4, med, high, 2
low, vhigh, 2, 4, big, low, 1
low, vhigh, 2, 4, big, med, 2
low, vhigh, 2, 4, big, high, 2
low, vhigh, 2, more, small, low, 1
low, vhigh, 2, more, small, med, 1
low, vhigh, 2, more, small, high, 1
low, vhigh, 2, more, med, low, 1
low, vhigh, 2, more, med, med, 1
low, vhigh, 2, more, med, high, 2
low, vhigh, 2, more, big, low, 1
low, vhigh, 2, more, big, med, 2
low, vhigh, 2, more, big, high, 2
low, vhigh, 3, 2, small, low, 1
low, vhigh, 3, 2, small, med, 1
low, vhigh, 3, 2, small, high, 1
low, vhigh, 3, 2, med, low, 1
low, vhigh, 3, 2, med, med, 1
low, vhigh, 3, 2, med, high, 1
low, vhigh, 3, 2, big, low, 1
low, vhigh, 3, 2, big, med, 1
low, vhigh, 3, 2, big, high, 1
low, vhigh, 3, 4, small, low, 1
low, vhigh, 3, 4, small, med, 1
low, vhigh, 3, 4, small, high, 2
low, vhigh, 3, 4, med, low, 1
low, vhigh, 3, 4, med, med, 1
low, vhigh, 3, 4, med, high, 2
low, vhigh, 3, 4, big, low, 1
low, vhigh, 3, 4, big, med, 2
low, vhigh, 3, 4, big, high, 2
low, vhigh, 3, more, small, low, 1
low, vhigh, 3, more, small, med, 1
low, vhigh, 3, more, small, high, 2
low, vhigh, 3, more, med, low, 1
low, vhigh, 3, more, med, med, 2
low, vhigh, 3, more, med, high, 2
low, vhigh, 3, more, big, low, 1
low, vhigh, 3, more, big, med, 2
low, vhigh, 3, more, big, high, 2
low, vhigh, 4, 2, small, low, 1
low, vhigh, 4, 2, small, med, 1
low, vhigh, 4, 2, small, high, 1
low, vhigh, 4, 2, med, low, 1
low, vhigh, 4, 2, med, med, 1
low, vhigh, 4, 2, med, high, 1
low, vhigh, 4, 2, big, low, 1
low, vhigh, 4, 2, big, med, 1
low, vhigh, 4, 2, big, high, 1
low, vhigh, 4, 4, small, low, 1
low, vhigh, 4, 4, small, med, 1
low, vhigh, 4, 4, small, high, 2
low, vhigh, 4, 4, med, low, 1
low, vhigh, 4, 4, med, med, 2
low, vhigh, 4, 4, med, high, 2
low, vhigh, 4, 4, big, low, 1
low, vhigh, 4, 4, big, med, 2
low, vhigh, 4, 4, big, high, 2
low, vhigh, 4, more, small, low, 1
low, vhigh, 4, more, small, med, 1
low, vhigh, 4, more, small, high, 2
low, vhigh, 4, more, med, low, 1
low, vhigh, 4, more, med, med, 2
low, vhigh, 4, more, med, high, 2
low, vhigh, 4, more, big, low, 1
low, vhigh, 4, more, big, med, 2
low, vhigh, 4, more, big, high, 2
low, vhigh, 5, 2, small, low, 1
low, vhigh, 5, 2, small, med, 1
low, vhigh, 5, 2, small, high, 1
low, vhigh, 5, 2, med, low, 1
low, vhigh, 5, 2, med, med, 1
low, vhigh, 5, 2, med, high, 1
low, vhigh, 5, 2, big, low, 1
low, vhigh, 5, 2, big, med, 1
low, vhigh, 5, 2, big, high, 1
low, vhigh, 5, 4, small, low, 1
low, vhigh, 5, 4, small, med, 1
low, vhigh, 5, 4, small, high, 2
low, vhigh, 5, 4, med, low, 1
low, vhigh, 5, 4, med, med, 2
low, vhigh, 5, 4, med, high, 2
low, vhigh, 5, 4, big, low, 1
low, vhigh, 5, 4, big, med, 2
low, vhigh, 5, 4, big, high, 2
low, vhigh, 5, more, small, low, 1
low, vhigh, 5, more, small, med, 1
low, vhigh, 5, more, small, high, 2
low, vhigh, 5, more, med, low, 1
low, vhigh, 5, more, med, med, 2
low, vhigh, 5, more, med, high, 2
low, vhigh, 5, more, big, low, 1
low, vhigh, 5, more, big, med, 2
low, vhigh, 5, more, big, high, 2
low, high, 2, 2, small, low, 1
low, high, 2, 2, small, med, 1
low, high, 2, 2, small, high, 1
low, high, 2, 2, med, low, 1
low, high, 2, 2, med, med, 1
low, high, 2, 2, med, high, 1
low, high, 2, 2, big, low, 1
low, high, 2, 2, big, med, 1
low, high, 2, 2, big, high, 1
low, high, 2, 4, small, low, 1
low, high, 2, 4, small, med, 2
low, high, 2, 4, small, high, 2
low, high, 2, 4, med, low, 1
low, high, 2, 4, med, med, 2
low, high, 2, 4, med, high, 2
low, high, 2, 4, big, low, 1
low, high, 2, 4, big, med, 2
low, high, 2, 4, big, high, 4
low, high, 2, more, small, low, 1
low, high, 2, more, small, med, 1
low, high, 2, more, small, high, 1
low, high, 2, more, med, low, 1
low, high, 2, more, med, med, 2
low, high, 2, more, med, high, 2
low, high, 2, more, big, low, 1
low, high, 2, more, big, med, 2
low, high, 2, more, big, high, 4
low, high, 3, 2, small, low, 1
low, high, 3, 2, small, med, 1
low, high, 3, 2, small, high, 1
low, high, 3, 2, med, low, 1
low, high, 3, 2, med, med, 1
low, high, 3, 2, med, high, 1
low, high, 3, 2, big, low, 1
low, high, 3, 2, big, med, 1
low, high, 3, 2, big, high, 1
low, high, 3, 4, small, low, 1
low, high, 3, 4, small, med, 2
low, high, 3, 4, small, high, 2
low, high, 3, 4, med, low, 1
low, high, 3, 4, med, med, 2
low, high, 3, 4, med, high, 2
low, high, 3, 4, big, low, 1
low, high, 3, 4, big, med, 2
low, high, 3, 4, big, high, 4
low, high, 3, more, small, low, 1
low, high, 3, more, small, med, 2
low, high, 3, more, small, high, 2
low, high, 3, more, med, low, 1
low, high, 3, more, med, med, 2
low, high, 3, more, med, high, 4
low, high, 3, more, big, low, 1
low, high, 3, more, big, med, 2
low, high, 3, more, big, high, 4
low, high, 4, 2, small, low, 1
low, high, 4, 2, small, med, 1
low, high, 4, 2, small, high, 1
low, high, 4, 2, med, low, 1
low, high, 4, 2, med, med, 1
low, high, 4, 2, med, high, 1
low, high, 4, 2, big, low, 1
low, high, 4, 2, big, med, 1
low, high, 4, 2, big, high, 1
low, high, 4, 4, small, low, 1
low, high, 4, 4, small, med, 2
low, high, 4, 4, small, high, 2
low, high, 4, 4, med, low, 1
low, high, 4, 4, med, med, 2
low, high, 4, 4, med, high, 4
low, high, 4, 4, big, low, 1
low, high, 4, 4, big, med, 2
low, high, 4, 4, big, high, 4
low, high, 4, more, small, low, 1
low, high, 4, more, small, med, 2
low, high, 4, more, small, high, 2
low, high, 4, more, med, low, 1
low, high, 4, more, med, med, 2
low, high, 4, more, med, high, 4
low, high, 4, more, big, low, 1
low, high, 4, more, big, med, 2
low, high, 4, more, big, high, 4
low, high, 5, 2, small, low, 1
low, high, 5, 2, small, med, 1
low, high, 5, 2, small, high, 1
low, high, 5, 2, med, low, 1
low, high, 5, 2, med, med, 1
low, high, 5, 2, med, high, 1
low, high, 5, 2, big, low, 1
low, high, 5, 2, big, med, 1
low, high, 5, 2, big, high, 1
low, high, 5, 4, small, low, 1
low, high, 5, 4, small, med, 2
low, high, 5, 4, small, high, 2
low, high, 5, 4, med, low, 1
low, high, 5, 4, med, med, 2
low, high, 5, 4, med, high, 4
low, high, 5, 4, big, low, 1
low, high, 5, 4, big, med, 2
low, high, 5, 4, big, high, 4
low, high, 5, more, small, low, 1
low, high, 5, more, small, med, 2
low, high, 5, more, small, high, 2
low, high, 5, more, med, low, 1
low, high, 5, more, med, med, 2
